"Model","Prevalence","True_positives","False_negatives","True_negatives","False_positives","TPR","TNR","PPV","NPV","Accuracy","BA","BI","F1_score","MCC","Gmean","Fowlkes_Mallows_index","Markedness","Diagnostic_odds_ratio","Jaccardindex","Cohens_kappa","F_beta_score_0.5","F_beta_score_2","AUC","Run"
"Logistic Regression","0.085277554304103","4","102","1132","5","0.0377358490566038","0.995602462620932","0.444444444444444","0.917341977309562","0.913917940466613","0.516669155838768","0.0333383116775361","0.0695652173913043","0.10982417078738","0.193829575271284","0.129504781647635","0.361786421754007","8.87843137254912","0.036036036036036","0.0569779561391701","0.0353356890459364","0.0371057513914657","0.711567182755016","74"
"Random Forest","0.085277554304103","14","92","1123","14","0.132075471698113","0.98768689533861","0.5","0.924279835390946","0.914722445695897","0.559881183518362","0.119762367036724","0.208955223880597","0.225416852458664","0.36117753611194","0.256978084375023","0.424279835390946","12.2065217391305","0.116666666666667","0.179721838307621","0.109034267912773","0.125448028673835","0.668840543635187","74"
"KNN","0.085277554304103","5","101","1132","5","0.0471698113207547","0.995602462620932","0.5","0.91808596918086","0.914722445695897","0.521386136970844","0.0427722739416871","0.0862068965517241","0.133725418694351","0.216708053178252","0.153573779208488","0.41808596918086","11.2079207920793","0.045045045045045","0.0725708815496807","0.043859649122807","0.0462962962962963","0.645056504206701","74"
"LDA","0.085277554304103","9","97","1121","16","0.0849056603773585","0.985927880386983","0.36","0.920361247947455","0.909090909090909","0.535416770382171","0.0708335407643419","0.137404580152672","0.140921892852842","0.289328287190703","0.174831455224308","0.280361247947455","6.50064432989692","0.0737704918032787","0.108383640253153","0.0714285714285714","0.0810810810810811","0.70572592555716","74"
"GBM","0.085277554304103","7","99","1133","4","0.0660377358490566","0.996481970096746","0.636363636363636","0.919642857142857","0.917135961383749","0.531259852972901","0.0625197059458025","0.11965811965812","0.186443992871808","0.256525657819245","0.204997594430098","0.556006493506493","20.0277777777775","0.0636363636363636","0.105311707279575","0.0609756097560976","0.0646950092421442","0.712641675378769","74"
"randomguess","0.085277554304103","7","99","1038","99","0.0660377358490566","0.912928759894459","0.0660377358490566","0.912928759894459","0.84070796460177","0.489483247871758","-0.0210335042564843","0.0660377358490566","-0.0210335042564843","0.245535635488858","0.0660377358490566","-0.0210335042564843","0.741352923171105","0.0341463414634146","-0.021033504256484","0.0366876310272537","0.0550314465408805","0.530745424071954","74"
"Logistic Regression","0.082059533386967","2","100","1136","5","0.0196078431372549","0.995617879053462","0.285714285714286","0.919093851132686","0.915526950925181","0.507612861095358","0.0152257221907168","0.036697247706422","0.0558422044159281","0.139720861710507","0.074848118856512","0.204808136846972","4.54400000000001","0.0186915887850467","0.0264361214092303","0.0185873605947955","0.0193423597678917","0.701173721022151","75"
"Random Forest","0.082059533386967","0","102","1141","0","0","1","NaN","0.917940466613033","0.917940466613033","0.5","0","0","NaN","0","NaN","NaN","NaN","0","0","NaN","NaN","0.722396934233816","75"
"KNN","0.082059533386967","2","100","1134","7","0.0196078431372549","0.993865030674847","0.222222222222222","0.918962722852512","0.913917940466613","0.506736436906051","0.0134728738121015","0.036036036036036","0.0436138389638012","0.139597813811948","0.066009836198445","0.141184945074734","3.24000000000002","0.018348623853211","0.0230356185313327","0.0183150183150183","0.0192678227360308","0.644652953205822","75"
"LDA","0.082059533386967","8","94","1128","13","0.0784313725490196","0.988606485539001","0.380952380952381","0.923076923076923","0.913917940466613","0.53351892904401","0.0670378580880204","0.130081300813008","0.142763697549889","0.278456035258147","0.172854326280577","0.304029304029304","7.38461538461539","0.0695652173913043","0.105003196393123","0.0673400673400673","0.0753295668549906","0.698613187606331","75"
"GBM","0.082059533386967","0","102","1141","0","0","1","NaN","0.917940466613033","0.917940466613033","0.5","0","0","NaN","0","NaN","NaN","NaN","0","0","NaN","NaN","0.72579092986888","75"
"randomguess","0.082059533386967","7","95","1046","95","0.0686274509803922","0.916739702015776","0.0686274509803922","0.916739702015776","0.847144006436042","0.492683576498084","-0.0146328470038323","0.0686274509803922","-0.0146328470038322","0.250825654512984","0.0686274509803922","-0.0146328470038323","0.811301939058171","0.0355329949238579","-0.0146328470038321","0.0381263616557734","0.0571895424836601","0.528496674743517","75"
"Logistic Regression","0.0732099758648431","1","90","1149","3","0.010989010989011","0.997395833333333","0.25","0.927360774818402","0.925181013676589","0.504192422161172","0.00838484432234443","0.0210526315789474","0.0385634864313727","0.10469189927064","0.0524142418360959","0.177360774818402","4.25555555555562","0.0106382978723404","0.0149799330248721","0.0106157112526539","0.0108932461873638","0.73694101037851","76"
"Random Forest","0.0732099758648431","1","90","1151","1","0.010989010989011","0.999131944444444","0.5","0.927477840451249","0.926790024135157","0.505060477716728","0.0101209554334554","0.021505376344086","0.0657760151726818","0.104782975320287","0.0741249316661101","0.427477840451249","12.7888888888885","0.0108695652173913","0.0184145441923038","0.0107991360691145","0.0109409190371991","0.766745840964591","76"
"KNN","0.0732099758648431","1","90","1148","4","0.010989010989011","0.996527777777778","0.2","0.927302100161551","0.924376508447305","0.503758394383394","0.00751678876678885","0.0208333333333333","0.0309338487175936","0.104646331521247","0.0468807230938495","0.127302100161551","3.1888888888889","0.0105263157894737","0.0133087875154127","0.0105263157894737","0.0108695652173913","0.69818853021978","76"
"LDA","0.0732099758648431","7","84","1139","13","0.0769230769230769","0.988715277777778","0.35","0.931316434995912","0.921962992759453","0.532819177350427","0.0656383547008548","0.126126126126126","0.135886525981944","0.275780748725362","0.164082530828473","0.281316434995912","7.30128205128206","0.0673076923076923","0.10244690433475","0.0654205607476636","0.0736842105263158","0.744705815018315","76"
"GBM","0.0732099758648431","6","85","1148","4","0.0659340659340659","0.996527777777778","0.6","0.931062449310625","0.928399034593725","0.531230921855922","0.0624618437118438","0.118811881188119","0.18212945865529","0.256330115681182","0.198898063239539","0.531062449310625","20.2588235294118","0.0631578947368421","0.105849357031433","0.0606060606060606","0.0645161290322581","0.748240041208791","76"
"randomguess","0.0732099758648431","4","87","1065","87","0.043956043956044","0.924479166666667","0.043956043956044","0.924479166666667","0.860016090104586","0.484217605311355","-0.0315647893772895","0.043956043956044","-0.0315647893772894","0.201584837937894","0.043956043956044","-0.0315647893772895","0.562822037257233","0.0224719101123595","-0.0315647893772889","0.0244200244200244","0.0366300366300366","0.538981417887668","76"
"Logistic Regression","0.802896218825422","976","22","19","226","0.977955911823647","0.0775510204081633","0.81198003327787","0.463414634146341","0.80048270313757","0.527753466115905","0.0555069322318105","0.887272727272727","0.123637830544367","0.27539331668746","0.891112043363154","0.275394667424212","3.72968624296058","0.797385620915033","0.080928302246816","0.498060828740559","0.788113695090439","0.733237904380189","75"
"Random Forest","0.802896218825422","974","24","53","192","0.975951903807615","0.216326530612245","0.835334476843911","0.688311688311688","0.826226870474658","0.59613921720993","0.19227843441986","0.900184842883549","0.317310360414031","0.459482632310642","0.902909891955976","0.523646165155599","11.2026909722222","0.818487394957983","0.25937613788081","0.504454112285063","0.791098115659519","0.758484315569915","75"
"KNN","0.802896218825422","943","55","42","203","0.944889779559118","0.171428571428571","0.822862129144852","0.43298969072165","0.792437650844731","0.558159175493845","0.11631835098769","0.879664179104478","0.172511627967714","0.402468762846606","0.881767552031274","0.255851819866501","3.54733542319749","0.785179017485429","0.150650465071932","0.492479632337581","0.768415906127771","0.695803852603165","75"
"LDA","0.802896218825422","968","30","22","223","0.969939879759519","0.0897959183673469","0.812762384550798","0.423076923076923","0.79646017699115","0.529867899063433","0.059735798126866","0.884422110552764","0.118693088555439","0.295121402585648","0.887879862112133","0.235839307627721","3.18325859491778","0.792792792792793","0.084994951860828","0.496206684437154","0.783044814754894","0.728796368246697","75"
"GBM","0.802896218825422","977","21","21","224","0.978957915831663","0.0857142857142857","0.813488759367194","0.5","0.802896218825422","0.532336100772975","0.0646722015459491","0.888585720782174","0.14238682603452","0.289673399710531","0.892396358364709","0.313488759367194","4.36160714285715","0.799509001636661","0.0940799200383152","0.498774760057178","0.789048618963011","0.737618093329516","75"
"randomguess","0.802896218825422","806","192","53","192","0.807615230460922","0.216326530612245","0.807615230460922","0.216326530612245","0.691069991954948","0.511970880536583","0.0239417610731667","0.807615230460922","0.0239417610731667","0.417981579588407","0.807615230460922","0.0239417610731667","1.15879991319444","0.677310924369748","0.0239417610731665","0.448675128033846","0.673012692050768","0.508279824956035","75"
"Logistic Regression","0.806114239742558","979","23","20","221","0.977045908183633","0.0829875518672199","0.815833333333333","0.465116279069767","0.803700724054706","0.530016730025426","0.0600334600508525","0.889191643960036","0.12987061766429","0.284750150100126","0.892808277343544","0.280949612403101","3.85205587251622","0.800490596892886","0.0872561588511105","0.498980632008155","0.788244766505636","0.708557987758922","76"
"Random Forest","0.806114239742558","976","26","48","193","0.974051896207585","0.199170124481328","0.834901625320787","0.648648648648649","0.823813354786806","0.586611010344456","0.173222020688913","0.89912482726854","0.289415886850848","0.44045662376554","0.901796823730549","0.483550273969436","9.33599043443602","0.81673640167364","0.235081221882841","0.503819946314268","0.78977180773588","0.725584101506531","76"
"KNN","0.806114239742558","956","46","37","204","0.954091816367265","0.153526970954357","0.824137931034483","0.44578313253012","0.798873692679002","0.553809393660811","0.107618787321622","0.884366327474561","0.170436432529507","0.382725523814661","0.886737421990213","0.269921063564603","3.7693947144075","0.792703150912106","0.143292733357962","0.495336787564767","0.774716369529984","0.663732700573956","76"
"LDA","0.806114239742558","971","31","22","219","0.969061876247505","0.0912863070539419","0.815966386554622","0.415094339622642","0.798873692679002","0.530174091650723","0.0603481833014468","0.885948905109489","0.118085117847724","0.297425755423768","0.889225459323741","0.231060726177263","3.14656061275592","0.795249795249795","0.0857497587497354","0.496929375639713","0.783064516129032","0.701903247447015","76"
"GBM","0.806114239742558","977","25","24","217","0.975049900199601","0.0995850622406639","0.818257956448911","0.489795918367347","0.805309734513274","0.537317481220132","0.0746349624402647","0.889799635701275","0.151629777341027","0.31160937886901","0.893220207324622","0.308053874816258","4.32221198156682","0.801476620180476","0.107008419127688","0.499182505620274","0.787395228884591","0.718310267431941","76"
"randomguess","0.806114239742558","812","190","51","190","0.810379241516966","0.211618257261411","0.810379241516966","0.211618257261411","0.694288012872084","0.510998749389188","0.0219974987783769","0.810379241516966","0.0219974987783769","0.41411477009477","0.810379241516966","0.0219974987783769","1.14714681440443","0.681208053691275","0.0219974987783766","0.450210689731648","0.675316034597472","0.504863716550302","76"
"Logistic Regression","0.809332260659694","987","19","18","219","0.981113320079523","0.0759493670886076","0.818407960199005","0.486486486486487","0.80852775543041","0.528531343584065","0.0570626871681306","0.892405063291139","0.13190184392386","0.272974239997554","0.896075304318982","0.304894446685491","4.26964671953858","0.805714285714286","0.0842300120107483","0.500811853054597","0.791372674791533","0.695061697326589","77"
"Random Forest","0.809332260659694","981","25","34","203","0.975149105367793","0.143459915611814","0.828547297297297","0.576271186440678","0.81657280772325","0.559304510489804","0.118609020979608","0.895890410958904","0.219123536003348","0.374025144027778","0.898864370032744","0.404818483737975","6.57221674876846","0.811414392059553","0.166365652631764","0.502252713495802","0.789346636626971","0.748513140565887","77"
"KNN","0.809332260659694","956","50","35","202","0.950298210735587","0.147679324894515","0.825561312607945","0.411764705882353","0.797264682220434","0.548988767815051","0.0979775356301014","0.88354898336414","0.152488092756724","0.37461900406933","0.885736664152417","0.237326018490298","3.31287128712871","0.791390728476821","0.129793641445066","0.494721589732975","0.772462831286361","0.666444371744218","77"
"LDA","0.809332260659694","980","26","20","217","0.974155069582505","0.0843881856540084","0.818713450292398","0.434782608695652","0.80450522928399","0.529271627618257","0.0585432552365135","0.889695869269178","0.121821527173105","0.286717943051568","0.893058709233454","0.25349605898805","3.47394540942928","0.80130825838103","0.0846029124301064","0.49908331635771","0.786895776457363","0.698526142721729","77"
"GBM","0.809332260659694","987","19","17","220","0.981113320079523","0.0717299578059072","0.817729908864954","0.472222222222222","0.807723250201126","0.526421638942715","0.05284327788543","0.89200180750113","0.123782151526431","0.265283276992949","0.895704028021992","0.289952131087177","4.01411483253589","0.805057096247961","0.0781878830191604","0.500608642726719","0.791245791245791","0.710624439019889","77"
"randomguess","0.809332260659694","819","187","50","187","0.814115308151093","0.210970464135021","0.814115308151093","0.210970464135021","0.699115044247788","0.512542886143057","0.0250857722861146","0.814115308151093","0.0250857722861145","0.414432484754829","0.814115308151093","0.0250857722861146","1.17103720438102","0.68650461022632","0.025085772286114","0.452286282306163","0.678429423459245","0.505697880229174","77"
"Logistic Regression","0.814159292035398","995","17","12","219","0.983201581027668","0.051948051948052","0.819604612850082","0.413793103448276","0.810136765888978","0.51757481648786","0.0351496329757199","0.893980233602875","0.0905750741940546","0.225998687621482","0.897683992935025","0.233397716298358","3.20709105560032","0.808285946385053","0.0530502095021661","0.501714400968132","0.792955052598024","0.728900381568366","78"
"Random Forest","0.814159292035398","985","27","45","186","0.973320158102767","0.194805194805195","0.841161400512383","0.625","0.82864038616251","0.584062676453981","0.168125352907962","0.902427851580394","0.279952763824925","0.435439804114223","0.904831115367203","0.466161400512382","8.82616487455199","0.82220367278798","0.228928399807784","0.505439244663383","0.790402824586744","0.750220300121486","78"
"KNN","0.814159292035398","975","37","27","204","0.963438735177866","0.116883116883117","0.826972010178117","0.421875","0.806114239742558","0.540160926030491","0.0803218520609825","0.89000456412597","0.141378402655231","0.335573721100918","0.892601180546778","0.248847010178117","3.48767885532591","0.801809210526316","0.111397526674715","0.498670212765957","0.781375220387883","0.69166966103725","78"
"LDA","0.814159292035398","984","28","20","211","0.972332015810277","0.0865800865800866","0.823430962343096","0.416666666666667","0.807723250201126","0.529456051195182","0.0589121023903634","0.89170820117807","0.11893130834186","0.290145808367869","0.894789521337649","0.240097629009763","3.33107650643196","0.804578904333606","0.0848497170546573","0.5","0.786570743405276","0.720644474102972","78"
"GBM","0.814159292035398","1001","11","13","218","0.989130434782609","0.0562770562770563","0.821164889253487","0.541666666666667","0.815768302493966","0.522703745529832","0.0454074910596649","0.897355445988346","0.128356030756676","0.235935052808204","0.901243132531679","0.362831555920153","5.42660550458713","0.813821138211382","0.0694069838529868","0.50372383252818","0.797101449275362","0.750902588847253","78"
"randomguess","0.814159292035398","830","182","49","182","0.820158102766798","0.212121212121212","0.820158102766798","0.212121212121212","0.707160096540628","0.516139657444005","0.0322793148880105","0.820158102766798","0.0322793148880105","0.41710062441805","0.820158102766798","0.0322793148880105","1.22781065088757","0.695142378559464","0.0322793148880105","0.455643390425999","0.683465085638999","0.513126037335524","78"
"Logistic Regression","0.819790828640386","1000","19","9","215","0.98135426889107","0.0401785714285714","0.823045267489712","0.321428571428571","0.811745776347546","0.510766420159821","0.0215328403196411","0.895255147717099","0.0557757304191791","0.198568407833103","0.898720750145239","0.144473838918283","2.20318237454101","0.810372771474878","0.0326912588296336","0.502260170768458","0.792393026941363","0.741695727604094","79"
"Random Forest","0.819790828640386","984","35","49","175","0.965652600588813","0.21875","0.849007765314927","0.583333333333333","0.831053901850362","0.592201300294406","0.184402600588812","0.903581267217631","0.282355844515681","0.459604728412146","0.90545378484849","0.43234109864826","7.87199999999999","0.824120603015075","0.243855949387623","0.505600657691912","0.786696514230892","0.755044774288518","79"
"KNN","0.819790828640386","984","35","26","198","0.965652600588813","0.116071428571429","0.83248730964467","0.426229508196721","0.81255028157683","0.540862014580121","0.081724029160241","0.894139027714675","0.145407636544697","0.334790496959007","0.896601101669834","0.258716817841391","3.69177489177489","0.808545603944125","0.114117218828668","0.500865316094879","0.783813923848972","0.709473135426889","79"
"LDA","0.819790828640386","989","30","13","211","0.970559371933268","0.0580357142857143","0.824166666666667","0.302325581395349","0.806114239742558","0.514297543109491","0.0285950862189821","0.891392519152772","0.0601419715287603","0.237333323422653","0.894372787135395","0.126492248062016","2.03112164296998","0.804065040650407","0.0417571661170059","0.499747347145023","0.785544082605242","0.736109894153932","79"
"GBM","0.819790828640386","1003","16","16","208","0.984298331697743","0.0714285714285714","0.828241123038811","0.5","0.819790828640386","0.527863451563157","0.0557269031263143","0.899551569506726","0.135247407611593","0.265154716519801","0.902904400061583","0.328241123038811","4.82211538461537","0.817440912795436","0.0837194608256108","0.504577925344602","0.795274341896606","0.752028424225431","79"
"randomguess","0.819790828640386","842","177","47","177","0.826300294406281","0.209821428571429","0.826300294406281","0.209821428571429","0.715205148833467","0.518060861488855","0.0361217229777093","0.826300294406281","0.0361217229777092","0.416383847190688","0.826300294406281","0.0361217229777093","1.26317469437263","0.704013377926421","0.0361217229777093","0.4590557191146","0.688583578671901","0.515572427449881","79"
"Logistic Regression","0.775543041029767","927","37","42","237","0.961618257261411","0.150537634408602","0.79639175257732","0.531645569620253","0.779565567176187","0.556077945835006","0.112155891670013","0.871240601503759","0.191810631540882","0.380473044580369","0.875114192097673","0.328037322197573","4.43995894628806","0.771856786011657","0.150481901265115","0.489130434782609","0.77456550802139","0.716643242760898","70"
"Random Forest","0.775543041029767","886","78","108","171","0.919087136929461","0.387096774193548","0.838221381267739","0.580645161290323","0.799678197908286","0.653091955561504","0.306183911123009","0.876793666501732","0.358120365574201","0.596469333585708","0.877723469791269","0.418866542558062","7.17408906882591","0.780616740088106","0.347316678159538","0.489610963748895","0.753785945210141","0.752950296702806","70"
"KNN","0.775543041029767","902","62","72","207","0.935684647302905","0.258064516129032","0.813345356176736","0.537313432835821","0.783588093322607","0.596874581715968","0.193749163431937","0.870236372407139","0.260652732618016","0.491392923998289","0.872373063963855","0.350658789012557","5.06030855539972","0.770281810418446","0.237626742242702","0.487251512532411","0.760667903525046","0.694269694671247","70"
"LDA","0.775543041029767","922","42","44","235","0.95643153526971","0.157706093189964","0.796888504753673","0.511627906976744","0.777152051488335","0.557068814229837","0.114137628459674","0.869401225836869","0.18765215579843","0.388374923020353","0.873023078755848","0.308516411730418","4.11023302938197","0.768974145120934","0.15133088657578","0.487933954276037","0.771289944788355","0.711768839512783","70"
"GBM","0.775543041029767","924","40","52","227","0.95850622406639","0.186379928315412","0.802780191138141","0.565217391304348","0.785197103781175","0.572443076190901","0.144886152381802","0.873758865248227","0.230906374545826","0.422665732383606","0.877194282792081","0.367997582442488","5.29162995594714","0.775818639798489","0.190172686833392","0.490237691001698","0.773739742086753","0.731965451598031","70"
"randomguess","0.775543041029767","752","212","67","212","0.780082987551867","0.240143369175627","0.780082987551867","0.240143369175627","0.658889782783588","0.510113178363747","0.0202263567274945","0.780082987551867","0.0202263567274945","0.432818387857187","0.780082987551867","0.0202263567274945","1.12103951584194","0.639455782312925","0.0202263567274946","0.433379437528815","0.650069156293223","0.504792605481938","70"
"Logistic Regression","0.777152051488335","931","35","32","245","0.963768115942029","0.115523465703971","0.791666666666667","0.477611940298507","0.774738535800483","0.539645790823","0.079291581646","0.869281045751634","0.146121615956368","0.333673242692023","0.87348903358167","0.269278606965174","3.47428571428571","0.76878612716763","0.108673048653687","0.488252569750367","0.775058275058275","0.709386281588448","71"
"Random Forest","0.777152051488335","931","35","75","202","0.963768115942029","0.270758122743682","0.82171226831421","0.681818181818182","0.809332260659694","0.617263119342856","0.234526238685711","0.887089090042878","0.343643860025569","0.510830740884571","0.889910155397519","0.503530450132392","9.87623762376236","0.79708904109589","0.298761488308764","0.497222815637684","0.780647325171893","0.785856298256235","71"
"KNN","0.777152051488335","911","55","54","223","0.943064182194617","0.194945848375451","0.803350970017637","0.495412844036697","0.776347546259051","0.569005015285034","0.138010030570068","0.867619047619048","0.203057634948477","0.428773188376361","0.870408826675681","0.298763814054334","4.01092539747248","0.76619007569386","0.176098919439596","0.486333546871663","0.763749161636486","0.694658086119395","71"
"LDA","0.777152051488335","924","42","37","240","0.956521739130435","0.133574007220217","0.793814432989691","0.468354430379747","0.773129525341915","0.545047873175326","0.0900957463506513","0.867605633802817","0.153688969725128","0.357444319704346","0.871378655918389","0.262168863369437","3.39166666666667","0.766169154228856","0.120920294325654","0.487033523086654","0.770770770770771","0.70320126166932","71"
"GBM","0.777152051488335","930","36","44","233","0.962732919254658","0.15884476534296","0.799656061908856","0.55","0.783588093322607","0.560788842298809","0.121577684597619","0.873649600751527","0.206180441391516","0.391056370165414","0.877413935882715","0.349656061908856","4.87839771101574","0.775646371976647","0.1628917134624","0.490402868593124","0.775905222759887","0.735146609263702","71"
"randomguess","0.777152051488335","756","210","67","210","0.782608695652174","0.24187725631769","0.782608695652174","0.24187725631769","0.662107803700724","0.512242975984932","0.0244859519698635","0.782608695652174","0.0244859519698634","0.435080732824051","0.782608695652174","0.0244859519698635","1.14857142857143","0.642857142857143","0.0244859519698636","0.434782608695652","0.652173913043478","0.507771449499593","71"
"Logistic Regression","0.783588093322607","937","37","31","238","0.962012320328542","0.115241635687732","0.797446808510638","0.455882352941176","0.778761061946903","0.538626978008137","0.0772539560162744","0.872033503955328","0.139895246153821","0.33296227015446","0.875873081327375","0.253329161451815","3.29854644560527","0.773102310231023","0.105888722937325","0.489550679205852","0.775020678246485","0.719580849293528","72"
"Random Forest","0.783588093322607","942","32","65","204","0.967145790554415","0.241635687732342","0.821989528795812","0.670103092783505","0.810136765888978","0.604390739143378","0.208781478286757","0.888679245283019","0.320530536747024","0.483422111862972","0.891618591469848","0.492092621579317","9.37959558823528","0.799660441426146","0.271641109168918","0.498201819335731","0.782912234042553","0.75551704922788","72"
"KNN","0.783588093322607","924","50","47","222","0.948665297741273","0.174721189591078","0.806282722513089","0.484536082474227","0.781174577634755","0.561693243666176","0.123386487332351","0.871698113207547","0.189428379071292","0.407126429190159","0.874581293543673","0.290818804987316","3.91243243243243","0.77257525083612","0.160535515652312","0.488682039348424","0.767952127659575","0.682774440279994","72"
"LDA","0.783588093322607","932","42","34","235","0.956878850102669","0.12639405204461","0.798628963153385","0.447368421052632","0.777152051488335","0.54163645107364","0.0832729021472791","0.870621205044372","0.143125525688027","0.347769744486583","0.874180281132501","0.245997384206016","3.21053698074974","0.770885028949545","0.112479281963774","0.488572027678759","0.771906576113964","0.712546659236811","72"
"GBM","0.783588093322607","944","30","38","231","0.969199178644764","0.141263940520446","0.803404255319149","0.558823529411765","0.790024135156879","0.555231559582605","0.11046311916521","0.878548161935784","0.200032024810231","0.37001742543364","0.882416423450418","0.362227784730914","5.17633477633478","0.783402489626556","0.151407115224152","0.493207941483804","0.7808105872622","0.739435356442219","72"
"randomguess","0.783588093322607","770","204","65","204","0.790554414784394","0.241635687732342","0.790554414784394","0.241635687732342","0.671761866452132","0.516095051258368","0.0321901025167364","0.790554414784394","0.0321901025167363","0.437065395228524","0.790554414784394","0.0321901025167364","1.20266243752403","0.65365025466893","0.0321901025167365","0.439196897102441","0.658795345653662","0.50807042586811","72"
"Logistic Regression","0.788415124698311","951","29","27","236","0.970408163265306","0.102661596958175","0.801179443976411","0.482142857142857","0.786806114239743","0.536534880111741","0.0730697602234811","0.877711121365944","0.143882912844958","0.315632146243163","0.881743201093759","0.283322301119268","3.75175336060783","0.782072368421053","0.102615096673305","0.492848258706468","0.781172991621488","0.743516722278265","73"
"Random Forest","0.788415124698311","944","36","76","187","0.963265306122449","0.288973384030418","0.834659593280283","0.678571428571429","0.82059533386967","0.626119345076434","0.252238690152867","0.894362861203221","0.359800945937741","0.52759647006903","0.896659706147862","0.513231021851712","10.6571598336304","0.808911739502999","0.319302183378232","0.500848896434635","0.782623113911457","0.760937378753783","73"
"KNN","0.788415124698311","929","51","42","221","0.947959183673469","0.159695817490494","0.807826086956522","0.451612903225806","0.781174577634755","0.553827500581982","0.107655001163964","0.872300469483568","0.167122424557736","0.389082403591265","0.875092085406694","0.259438990182328","3.46180463135481","0.773522064945878","0.140994435834244","0.488947368421053","0.767768595041322","0.725289050981609","73"
"LDA","0.788415124698311","942","38","34","229","0.961224489795918","0.129277566539924","0.804440649017933","0.472222222222222","0.785197103781175","0.545251028167921","0.0905020563358423","0.875871687587169","0.158235769530825","0.35251207488453","0.879345240746409","0.276662871240156","3.68053321075615","0.779156327543424","0.123244208563058","0.49144407345576","0.77581946960962","0.731000232792737","73"
"GBM","0.788415124698311","951","29","31","232","0.970408163265306","0.11787072243346","0.803888419273035","0.516666666666667","0.790024135156879","0.544139442849383","0.0882788856987662","0.879334257975035","0.168220824489208","0.338205131923525","0.883232633238263","0.320555085939701","4.38183709869203","0.784653465346535","0.123012794347023","0.493666943521595","0.781686667762617","0.742668968728176","73"
"randomguess","0.788415124698311","780","200","63","200","0.795918367346939","0.239543726235741","0.795918367346939","0.239543726235741","0.678197908286404","0.51773104679134","0.0354620935826802","0.795918367346939","0.0354620935826802","0.43664316265545","0.795918367346939","0.0354620935826802","1.2285","0.661016949152542","0.0354620935826807","0.442176870748299","0.663265306122449","0.509666718398386","73"
"Logistic Regression","0.794851166532582","963","25","25","230","0.974696356275304","0.0980392156862745","0.80720871751886","0.5","0.794851166532582","0.536367785980789","0.0727355719615781","0.883081155433287","0.149482446395278","0.30912532458778","0.88700811479901","0.30720871751886","4.18695652173912","0.79064039408867","0.103643793391117","0.4957784184514","0.785097016142182","0.739574898785425","74"
"Random Forest","0.794851166532582","940","48","77","178","0.951417004048583","0.301960784313725","0.840787119856887","0.616","0.818181818181818","0.626688894181154","0.253377788362309","0.892687559354226","0.340205394110274","0.535994985752596","0.894393181222261","0.456787119856887","8.47144194756554","0.806174957118353","0.312469712915147","0.499362515937102","0.775833608451634","0.77734778121775","74"
"KNN","0.794851166532582","937","51","51","204","0.948380566801619","0.2","0.821209465381245","0.5","0.794851166532582","0.57419028340081","0.148380566801619","0.880225457961484","0.218314549527314","0.435518212432412","0.882507279426702","0.321209465381245","4.59313725490196","0.786073825503356","0.190860565030595","0.492950336700337","0.770432494655484","0.70270302452965","74"
"LDA","0.794851166532582","954","34","30","225","0.965587044534413","0.117647058823529","0.809160305343511","0.46875","0.791633145615447","0.541617051678971","0.0832341033579422","0.880479926165205","0.152090811948648","0.337043729844627","0.883920079979635","0.277910305343511","3.74117647058823","0.786479802143446","0.115258727537052","0.493993371996686","0.779539140382415","0.738447646264984","74"
"GBM","0.794851166532582","955","33","35","220","0.966599190283401","0.137254901960784","0.812765957446808","0.514705882352941","0.79646017699115","0.551927046122093","0.103854092244185","0.883032824780398","0.184416080258572","0.364239587493894","0.886351463223251","0.32747183979975","4.60399449035812","0.790562913907285","0.142662802712038","0.495331950207469","0.780866721177432","0.758325394935302","74"
"randomguess","0.794851166532582","793","195","60","195","0.802631578947368","0.235294117647059","0.802631578947368","0.235294117647059","0.686242960579244","0.518962848297214","0.0379256965944272","0.802631578947368","0.0379256965944272","0.434573916801373","0.802631578947368","0.0379256965944272","1.25128205128205","0.67032967032967","0.037925696594427","0.445906432748538","0.668859649122807","0.514630467571644","74"
"Logistic Regression","0.448913917940467","311","247","525","160","0.557347670250896","0.766423357664234","0.660297239915074","0.680051813471503","0.672566371681416","0.661885513957565","0.32377102791513","0.6044703595724","0.331956567738783","0.653578054114449","0.60664250456077","0.340349053386577","4.1314524291498","0.433147632311978","0.328519227884913","0.332691484809585","0.476847592762956","0.708672788635115","1"
"Random Forest","0.448913917940467","308","250","525","160","0.551971326164875","0.766423357664234","0.658119658119658","0.67741935483871","0.670152855993564","0.659197341914554","0.318394683829108","0.600389863547758","0.326854459879639","0.650418109475484","0.602713182589763","0.335539012958368","4.0425","0.428969359331476","0.323227494256537","0.33033033033033","0.47268262737876","0.724540198309918","1"
"KNN","0.448913917940467","304","254","519","166","0.544802867383513","0.757664233576642","0.646808510638298","0.671410090556274","0.662107803700724","0.651233550480077","0.302467100960155","0.591439688715953","0.310242901248228","0.642477740444357","0.593618674945292","0.318218601194572","3.74195996584764","0.419889502762431","0.306954614726982","0.325481798715203","0.466257668711656","0.687378018470554","1"
